"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1820,"Акционерное общество ""ГУТА-Страхование""",57156232.0841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836940,511940,0,0,0,511940,0,0,325000,0,313000,12000,56319292.0841,55052283.8841,842121.53524,0,842121.53524,0,0,59508.200000000004,0,59508.200000000004,4045351.22221,3297881.81348,3297881.81348,3091223.04748,0,206658.766,0,0,0,0,0,0,46315249.2788,0,0,46315249.2788,492171.83437,492171.83437,0,0,1267008.2,0,0,0,0,0,0,59508.200000000004,0,59508.200000000004,0,0,0,0,0,0,0,1207000,0,0,7000,0,1200000,500,0,0,0,0,0,0,0,500,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",652720241319.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463835667.483,1061190866.533,188314480.366,20920715.992000002,6113000,199289838.74100003,6697.5,646546133.934,402644800.95,0,151151732.98299998,251493067.967,2645282551.7400002,2271212200.528,188246166.023,166425509.331,21820656.692,8502936.170000002,313801,1313541.972,1055221.6639999999,258320.30800000002,655517018.092,10672484.214,7248921.267999999,4057092.542,0,3191828.726,0,3423562.946,0,0,3423562.946,0,1060096935.477,0,152314174.368,907782761.109,346549317.58,53583012.358,239300486.50800002,53665818.714,206483977.358,22643494.233000003,18587312.183,0,4056182.05,30000,35650,3991443.116,3991443.116,0,6261014.0540000005,25550,2738.284,6232725.77,6092953.88,6092953.88,0,166695171.498,19823153.310000002,9090090,16267701.01,770745,120743482.178,734250.577,0,0,0,0,0,0,0,113000,621250.577,140038818.842,27547555.012000002,0,0,27547555.012000002,,,,,,,,,0,125925000,87645000,0,3680000,34600000,648485198100,0,0,0,0,0,0,173672100,990658350,984231000,6427350,514004992650,35302086225,80827909425,23047740000,374827257000,10737765000,122578110000,0
1858,"Акционерное общество Страховая компания ""Армеец""",14758911.76876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540203.6693700003,1852945.12497,0,0,0,29395,0,1823550.12497,1687258.5443999998,208051.921,15321.6234,1463885,11218708.09939,8509885.30852,1091581.23,1091581.23,0,0,0,0,0,0,9145.630000000001,0,,,,,,0,0,0,0,0,5439229.304579999,60083.17148,1789.6544000000001,5377356.4787,1969929.1439399999,1770717.83104,188409.8129,10801.5,2699434.40355,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2697434.40355,3579.3088000000002,0,0,0,2693855.0947499997,0,0,0,0,0,0,0,0,0,0,0,9388.38732,0,0,9388.38732,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",614150573.5237801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40097915.77128,38102715.771280006,29771417.646,1190,0,0,0,8330108.125279999,1995200,0,0,1995200,574052657.7525,568289836.8305099,27178180.327630002,27178180.327630002,0,0,0,840,0,840,529817196.96393,0,,,,,,0,0,0,0,0,9157717.32152,0,0,9157717.32152,2135902.2174299997,1935917.2836,169009.98255,30974.951279999997,5200205.0587100005,545600,545600,0,0,0,0,1000,0,1000,0,0,0,0,1595611.0799999998,1595611.0799999998,0,3057993.9787100004,0,0,0,0,3057993.9787100004,0,0,0,0,0,0,0,0,0,0,0,562615.8632799999,0,0,562615.8632799999,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",64809496.101339996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25143724.37015,13494316.49165,0,0,0,9807249.06623,0,3687067.4254199998,11649407.8785,10912072.0745,20860.490999999998,716475.3130000001,39665771.731189996,29973048.57072,8651422.46758,8651422.46758,0,276000,0,48102.271,0,48102.271,1791080.6934300002,0,,,,,,0,0,0,0,0,11925662.03988,2790272.45936,10309.90093,9125079.67959,7280781.09883,6091453.2783200005,517684.121,671643.6995100001,8146428.8773,288800,288800,0,0,0,0,38598.100000000006,0,38598.100000000006,0,0,0,0,6157000,23500,6133500,1636888.95,5500,0,167600,0,1463788.9500000002,25141.8273,0,0,0,0,0,0,0,16500,8641.827299999999,0,1546294.28317,0,0,1546294.28317,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",49743001.283539996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16656719.44979,16378018.514789999,0,0,0,0,0,16378018.514789999,278700.935,0,0,278700.935,33086281.83375,32956587.098750003,6931842.57211,0,6931842.57211,0,0,0,0,0,118823.7579,165273.50382,,,,,,165273.50382,0,0,165273.50382,0,9701853.18204,0,0,9701853.18204,16038794.08288,14560472.58784,201954.83661,1276366.6584299998,129694.73500000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129694.73500000002,0,0,0,0,129694.73500000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",292180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4380,4380,0,0,0,0,0,4380,0,0,0,0,287800,287800,0,0,0,0,0,0,0,0,124300,0,,,,,,0,0,0,0,0,163500,0,0,163500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",1992114720218.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48856003618.367004,38091564330.01501,0,9854090016.525,1172730000,773507571.333,0,26291236742.157,10764439288.352,1368471114.625,8277685862.246,1118282311.481,110672749463.67299,42365672457.433,1177152459.5939999,1177152459.5939999,0,148356785.24600002,2168661070.142,708970911.5189999,649449229.153,59521682.366000004,13408035896.941,232187847.312,133688702.385,35732365.354,0,97956337.031,0,98499144.927,0,0,98499144.927,0,21207720671.948997,243467105.06100002,1227522451.064,19736731115.823997,3314586814.73,1573944015.884,42960955.468,1697681843.378,59770427728.068,74009112.714,74009112.714,0,0,0,24182572590.085,3095569937.466,2967383431.784,128186505.682,41080200.441,41080200.441,0,0,128198750.23900001,107595800.176,20602950.063,32244604883.899,132707387.61500001,10986550,58003701.134,19568410.506,32023338834.644,4392253.224,0,399741.581,0,0,0,0,0,168500,3824011.6429999997,2323323989.8,6213325288.372,5890202491.502,0,323122796.87,,,,,,,,,0,337940000,247350000,17930000,11380000,61280000,1832248027136,1066577989632,29970432,1066548019200,611805184,611805184,0,254894080,4677189632,4471097344,206092288,671823687680,41882658816,192008108032,69831467008,368101453824,31043174400,57259286528,0
2346,"Акционерное общество ""Объединенная страховая компания""",204075116.46049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76086725.5425,18559408.24513,111246.4328,0,0,3790629.0641,0,14657532.74823,57527317.29737,2630170.45339,35573821.559980005,19323325.283999998,127988390.91799,115461665.80545,29649201.24349,28964141.90949,685059.334,0,14475,863630.2520000001,441963.17,421667.082,19116504.61284,4158.95756,,,,,,4158.95756,0,0,4158.95756,0,48531892.58246,20072649.81306,1454036.51178,27005206.25762,17281803.1571,7073165.158890001,1710802.4839100002,8497835.5143,7606520.62435,919500,919500,0,0,0,114664.3,1629070.2000000002,1088263.5,540806.7,3000,0,0,3000,2419819.00208,258550,2161269.00208,2497091.9632800003,155453.21712000002,0,20000,6000,2315638.74616,23375.15899,0,0,0,0,0,0,0,21500,1875.1589900000001,0,4920204.48819,86118.12595,0,4834086.362240001,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",40149347749.14651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491235314.48475,4254541519.6249995,764628467.7329,0,2333064000,2491581.3994,0,1154357470.4927,236693794.85975,49403.48,0,236644391.37975,3598701090.66176,2761591307.66543,109573019.05493,109573019.05493,0,3129416.74492,0,65373395.2616,11472551.26854,53900843.99306,742448304.57056,20924319.7386,19661517.4836,19222057.7646,0,439459.719,0,1262802.2550000001,1177262.07,0,85540.185,0,981627789.23226,37323093.47228,94515480.01186,849789215.74812,838515063.0625601,808227828.94367,105485,30181749.11889,730088259.75511,25239157.1,25239157.1,0,0,0,57075,506014502.8814,0,506014502.8814,0,0,0,0,96196247.52927999,21163967.11776,75032280.41152,102548277.24443,8536209.46145,0,0,181105.09,93830962.69298,33000,0,0,0,0,0,0,0,33000,0,50220563.103649996,56800960.13757,254206.43049,0,56546753.70708,,,,,,,,,0,9690000,5590000,20000,390000,3690000,32049721344,0,0,0,0,0,0,75270144,1341380608,1230610432,110770176,30633070592,1399099392,6526361600,7642112000,15065497600,0,0,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",1631968318.4144802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528514949.8373902,1311277358.51911,0,0,0,24688393.1775,0,1286588965.34161,217237591.31828,292806.2055,39923169.59278,177021615.51999998,103453368.57709001,100650405.63942,42096926.54679,42096926.54679,0,0,0,361850,0,361850,10389159.37241,105,0,0,0,0,0,105,0,0,105,0,22952503.272090003,0,19190.66793,22933312.60416,24849861.44813,4932517.14946,3797929.0909,16119415.20777,2624756.4472600003,48300,48300,0,0,0,0,36720,0,36720,0,0,0,0,32134.462,2000,30134.462,2452101.9852600005,1055500,0,230294.756,0,1166307.22926,55500,0,0,0,55500,0,0,0,0,0,0,178206.49041,0,0,178206.49041,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",78859991.52663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8009673.59551,7932873.59551,0,0,0,0,0,7932873.59551,76800,0,31000,45800,70850317.93112,16128234.30848,16118234.20982,16118234.20982,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,10000.098660000001,10000.098660000001,0,0,0,0,0,0,3576975.8236399996,3536000,3536000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40975.82364,0,0,0,0,40975.82364,0,0,0,0,0,0,0,0,0,0,0,51145107.798999995,0,0,51145107.798999995,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",82407850.47115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61090643.6065,0,0,0,0,0,0,0,61090643.6065,14917143.6065,46173500,0,21317206.86465,18550670.071000002,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,18550670.071000002,0,0,18550670.071000002,2643075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643075,0,0,0,0,2643075,0,0,0,0,0,0,0,0,0,0,0,123461.79365,123461.79365,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",157761790.91114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51223327.0333,16149576.48537,77157.33,0,0,14534100,0,1538319.15537,35073750.54793,0,34913600,160150.54793,106538463.87784,106488323.87784,11680088.002209999,11680088.002209999,0,0,0,0,0,0,18448804.731110003,0,,,,,,0,0,0,0,0,75610459.20216,0,0,75610459.20216,748971.94236,98201.54918,2431.25,648339.1431799999,50140,0,0,0,0,0,7840,0,0,0,0,0,0,0,0,0,0,42300,0,0,0,0,42300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",659337537.4857999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120900,1116900,0,0,0,1116900,0,0,4000,0,4000,0,658216637.4857999,208324760.1246,0,0,0,0,207323208.16608,0,0,0,868598.58252,0,,,,,,0,0,0,0,0,0,0,0,0,132953.376,0,0,132953.376,448332420.504,0,0,0,0,0,362026325,0,0,0,0,0,0,0,24649160,24649160,0,61656935.504,0,0,0,0,61656935.504,0,0,0,0,0,0,0,0,0,0,0,1559456.8572,0,0,1559456.8572,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2298266609.18193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231557507.73646,226062989.60296002,36767483.6182,0,0,8543643.61248,0,180751862.37228,5494518.1334999995,0,18000,5476518.1334999995,2066329101.44547,1959140781.84492,12706884.93414,12706884.93414,0,2589691.64373,0,543709.9223,509471,34238.9223,999604.0566499999,393082350.75582,216131199.39885,100719780.37886,788464.91559,110811942.5464,3811011.558,176951151.35696998,13264748.991279999,2838066.6542499997,145045206.17838,15803129.533060001,1455696507.86821,22911778.96938,38500080.913780004,1394284647.98505,93522032.66407,10058618.01681,0,83463414.64726,27271631.74678,358450,358450,0,0,0,0,492001.39999999997,0,492001.39999999997,0,0,0,0,415200,312200,103000,26005980.346780002,559205.3493,0,8000,0,25438774.997479998,0,0,0,0,0,0,0,0,0,0,13341296.76076,66575391.09300999,196.86632,0,66575194.22669,,,,,,,,,0,380000,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
